Name,ctrl_1,ctrl_2,ctrl_3,ctrl_4,sp1A,sp1B1,sp1B2,sp2A1,sp2A2,sp2B1,sp2B2,sp3A,sp4A1,sp4A2,sp4B,sp4C1,sp4C2,sp4D,sp5A,sp5B,sp5C,sp6A,clin1,clin2
PA1098,2464,2258,3040,6486,33,8750,9067,1168,2887,2233,2469,40124,5403,417,217,1612,30,1578,4055,2367,1489,3819,2752,132
PA1099,1995,2061,2553,7293,26,13896,13724,1162,2636,2177,2398,19640,4388,342,103,1757,34,1218,4768,3102,1713,5364,2513,129
PA1100,758,709,904,1736,10,1041,1051,182,453,357,390,22977,1630,97,141,1470,4,666,2384,623,1682,921,340,33
PA1101,4869,5185,5786,9940,57,15563,15275,1972,4817,3460,3687,24084,4947,551,133,3563,65,1801,7542,4075,4475,7008,3402,225
PA1102,4955,5125,5458,5743,42,10488,9494,2107,4886,3641,3620,8042,3018,633,42,2995,75,2055,4801,2419,3892,5122,4255,230
PA1103,6835,6424,7504,5086,40,13975,12931,2737,5369,4268,4401,1433,1686,387,16,3127,64,616,5917,1959,3784,4239,3348,217
PA1104,2778,2580,3258,4047,21,8048,7992,1586,3921,3099,3126,453,2187,416,11,3135,49,768,5766,3001,2940,4681,3923,174
PA1105,830,644,837,1335,5,2688,2411,575,1292,1137,1149,444,1001,199,4,1158,15,702,1359,771,938,1253,1281,50
PA1106,654,609,749,3316,21,3487,3387,1425,2915,2472,2416,2607,5524,2187,18,2683,40,6637,2713,1909,2393,2457,5840,358
PA1107,1599,1362,2058,751,6,631,606,257,469,312,319,1167,485,99,10,775,11,197,974,2009,1042,3234,438,85
PA1108,1353,1384,1262,793,15,850,980,332,606,456,453,442,335,128,2,723,17,285,757,2587,750,4731,296,72
PA1109,2369,2474,2331,3333,8,3539,3389,981,2114,1815,1886,1297,1505,190,9,2058,26,1031,2335,1454,2266,3154,2274,91
PA1110,1346,1061,1316,2108,7,1900,1874,816,1617,1316,1431,1315,1179,188,10,1812,23,766,1799,1327,1757,2449,1541,62
PA1111,1894,1968,1819,1640,1,295,280,128,290,283,285,844,496,51,14,2969,8,994,1404,1026,2272,1908,1557,74
PA1112,5746,5545,5470,3925,10,2711,2608,1283,2751,2477,2490,9165,4634,520,59,4917,43,2715,3877,2585,4018,4286,3839,171
PA1112.1,3848,3075,3948,5482,45,10655,11859,9800,17337,17054,16442,10261,16821,2126,61,11227,124,7352,22743,2341,11820,2206,5566,260
PA1113,2553,2424,2487,4855,17,2240,2123,843,1636,1606,1476,2505,1268,353,13,2705,19,1554,2607,3089,2178,6163,8690,305
PA1114,2301,2283,2207,4040,10,1644,1597,639,1488,1650,1499,5795,2907,266,28,2249,19,4405,2415,654,1644,1282,5052,256
PA1115,17632,16766,15986,12053,50,8947,9200,3317,7665,6637,6323,4282,4889,1363,48,14109,79,4959,11629,4778,11763,8923,23424,858
PA1116,1152,1071,1225,1009,7,1199,1129,997,2145,1680,1716,1421,3643,369,11,1092,15,1502,1352,1415,784,2465,979,61
PA1117,2190,2094,2180,1082,5,925,971,717,1250,1265,1243,3066,5846,422,15,1117,7,2317,1588,572,833,1060,1338,54
PA1118,21817,20341,22744,5803,19,3884,3471,1089,2398,1810,1877,4846,2938,587,33,9206,48,1802,7009,1521,8779,3490,4904,179
PA1119,1498,1263,1371,825,10,1294,1112,602,1243,1059,958,496,656,195,8,985,16,369,1200,900,970,2066,1437,67
PA1120,1433,1595,1722,1503,16,1565,1378,853,1831,1375,1404,410,1028,163,12,1007,20,248,1802,2129,1346,4361,2266,147
PA1121,3318,2768,3678,1541,12,1764,1657,666,1630,1425,1348,2928,1727,173,16,1641,24,565,2057,889,2091,2045,1859,75
PA1122,8390,8652,8217,2085,22,4169,4226,1629,3427,2576,2566,6089,2873,518,41,2628,28,2516,2374,903,2851,2609,2289,125
PA1123,204,179,209,1822,11,1429,1018,1002,3368,2110,2027,264,1115,94,4,1219,26,294,1480,515,2127,940,1077,44
PA1124,2858,2976,3038,2730,15,3791,3342,1196,2973,2606,2394,2021,1385,258,11,2107,25,678,2556,2210,3091,5357,3032,195
PA1125,1318,1375,1400,1470,13,2405,2052,701,1560,1385,1334,5504,1369,193,33,1118,24,601,1330,1370,1572,2818,1466,79
PA1126,1148,1099,1096,1437,13,2269,2079,712,1605,1384,1381,1053,1331,306,2,1448,23,760,1612,1068,1364,2211,1474,87
PA1127,2046,1893,1994,4323,16,4084,3871,1202,2939,2615,2585,21682,7804,955,112,4025,102,3121,2410,2125,3382,4182,1603,133
PA1128,917,896,924,1626,7,1596,1602,580,1186,1095,1006,1787,1294,193,11,909,10,1098,1092,1185,1125,3058,1340,94
PA1129,1256,1141,1428,1199,8,2595,2091,478,1455,1505,1420,921,494,76,9,2780,11,184,1250,714,2973,1486,1264,46
PA1130,2977,2710,3152,3493,22,5768,4954,1529,3915,3103,2801,9938,2016,389,74,5980,59,765,5047,1993,7584,4540,2387,145
PA1131,2452,1734,2411,2919,16,6955,6181,1571,5230,5522,4882,7787,4015,321,39,7609,31,762,8289,2355,11484,4586,1670,123
PA1132,950,916,1051,659,5,510,477,445,966,744,718,447,738,163,4,744,20,489,834,1001,752,2091,313,70
PA1133,704,652,782,395,2,581,488,148,267,234,237,700,178,27,3,352,2,89,321,400,488,744,372,32
PA1134,396,400,412,419,18,2839,2244,260,439,428,480,5587,440,67,30,547,20,231,291,820,2750,1417,247,45
PA1135,1745,1501,1724,759,17,702,615,202,386,353,399,824,284,93,7,525,15,147,489,1027,565,1761,716,79
PA1136,1612,1575,1549,976,14,1259,1226,516,1109,980,967,2247,695,97,10,1036,8,459,956,922,1060,1892,858,60
PA1137,821,763,796,567,10,702,637,277,438,524,629,426,255,44,1,407,6,255,374,1092,383,2580,708,91
PA1138,907,890,900,492,9,477,478,256,428,376,333,465,504,109,1,636,12,340,711,1037,482,2774,1602,93
PA1139,1258,1279,1355,2416,11,1323,1186,523,1085,1050,1008,1103,1071,150,13,1537,9,1083,1739,1199,1274,2441,2732,105
PA1140,721,720,706,1556,15,1698,1641,726,1502,1079,1037,707,1030,201,7,1381,30,429,2143,954,3014,2250,1758,176
PA1141,686,727,706,1553,5,980,986,364,715,567,573,1328,735,110,9,724,7,396,831,841,703,2323,1109,90
PA1142,445,463,446,1071,8,1458,1307,382,883,677,771,463,752,141,5,915,9,550,949,846,854,2055,524,70
PA1143,147,155,169,163,4,162,154,86,134,119,120,118,110,44,2,149,4,66,145,620,148,1460,151,48
PA1144,471,464,449,334,13,265,287,169,211,143,170,151,197,78,2,341,9,141,317,1404,267,2920,394,106
PA1145,361,379,437,924,8,969,955,384,749,610,619,862,482,80,1,629,13,202,696,857,886,1785,700,85
PA1146,1532,1546,1596,1219,9,1493,1411,540,1047,886,868,750,820,146,6,1118,11,403,1142,1217,1066,2538,1215,105
PA1147,1114,1141,1218,1554,14,2390,2335,613,1646,1191,1335,1322,1357,152,11,1396,14,651,1422,1424,1556,2932,438,99
PA1148,3669,3892,3806,1167,19,1160,1033,471,800,562,578,582,450,100,5,1262,23,310,939,1710,1630,2867,719,137
PA1149,109,104,131,186,2,87,75,41,64,65,55,1883,223,22,7,102,7,131,126,296,146,345,116,14
PA1150,7317,6465,7484,4456,100,9506,8258,3420,7053,6553,6533,4229,4391,1790,41,3670,208,4984,5468,2321,7627,3462,7431,407
PA1151,16800,14912,17125,11349,311,42051,37119,18990,29575,24908,23723,18195,26904,11644,112,15355,605,35816,25837,4797,22849,7617,4,2
PA1152,164,140,146,172,10,335,294,160,288,268,268,135,480,176,1,111,30,330,351,167,297,205,2884,766
PA1153,149,163,152,456,4,324,305,231,404,396,408,255,386,70,2,224,6,178,388,383,227,486,2785,159
PA1154,609,562,642,516,9,660,683,283,513,445,449,789,515,105,4,348,17,341,535,333,520,582,0,0
PA1155,2105,1874,2220,4004,134,13285,12481,11553,26779,23556,27652,1689,9031,2681,16,3015,103,3407,4430,2319,5172,1740,8887,520
PA1156,2615,3611,3176,7731,155,22905,20845,14664,34885,31207,32667,2649,11422,4491,24,5687,159,4966,6977,5613,7859,5314,16783,953
PA1157,795,699,690,2759,10,2117,2091,1335,2887,2719,2802,11946,6077,522,72,1549,21,3801,2420,770,1282,1130,2815,90
PA1158,1099,1101,1200,1568,9,1541,1450,965,1860,1630,1648,9794,2892,356,66,1225,20,2640,1492,1077,1110,2285,1739,124
PA1159,3959,3611,4668,7930,24,11673,10474,7933,22758,19679,19438,30716,13949,1207,165,7534,364,4690,10905,1247,26093,1769,9750,281
PA1160,3401,3199,3484,2777,17,4576,4357,1829,4081,3348,3417,10030,4337,705,70,2424,46,3707,3969,916,5062,1501,3302,151
PA1161,493,558,545,1103,6,1987,1718,507,1104,863,864,246,640,106,3,858,12,187,1133,995,1833,1686,1256,68
PA1162,736,813,769,3481,31,5289,4597,1256,2843,2797,2485,2130,2331,335,19,1491,41,794,2002,1750,3260,2837,2439,128
PA1163,12342,12610,12796,3858,36,4079,3828,1398,2977,2422,2365,2855,2461,469,22,3067,37,1194,2921,2784,3380,6723,9976,409
PA1164,1446,1501,1616,4312,19,3722,3619,1774,4184,2986,3288,5572,5792,856,34,2693,46,4024,3506,1274,2822,2655,4341,203
PA1165,785,864,786,2372,11,1703,1618,816,1930,1678,1752,1530,3514,440,11,1276,20,1968,1536,851,993,1776,2528,100
PA1166,1250,1377,1328,734,9,534,474,266,528,461,477,9317,615,97,47,592,8,558,693,876,944,1851,1305,74
PA1167,2148,2022,2390,1097,10,1328,1131,317,818,854,743,1298,687,108,6,966,18,374,790,666,1521,1271,2049,83
PA1168,59,75,93,178,3,94,66,50,69,57,66,66,92,13,0,54,3,23,213,219,134,591,328,45
PA1169,1911,1834,1903,1512,20,1278,1270,577,1023,785,885,694,715,165,5,1292,17,416,1188,2236,1290,4974,2688,182
PA1170,400,393,418,658,9,620,593,357,839,566,572,2441,1133,122,10,793,7,942,896,768,901,1712,1053,63
PA1171,2625,2580,2687,3037,11,2404,2334,831,1838,1634,1570,4475,2028,204,33,1825,22,991,2651,1647,1906,3538,3120,118
PA1172,1361,1241,1271,327,9,179,162,134,298,159,164,107,262,35,3,297,9,89,508,580,238,1675,265,56
PA1173,865,827,784,163,7,90,60,102,149,69,85,40,113,47,1,204,10,50,337,674,122,1329,156,52
PA1174,23010,22034,21333,3033,23,1509,1369,934,2598,1573,1379,766,1096,254,20,3482,71,431,3801,3489,2405,7937,1989,238
PA1175,2216,2422,2342,151,3,144,110,68,182,107,87,158,106,38,1,189,8,54,259,324,232,975,94,34
PA1176,17274,16783,18595,5024,2,890,865,269,974,735,683,2199,580,58,28,3693,10,194,2325,702,3659,1564,1550,46
PA1177,6992,6728,7805,1305,2,631,597,101,349,275,272,2004,273,56,14,1360,4,155,1216,140,1430,501,326,14
PA1178,69110,70720,61366,533755,15,833,704,455,716,624,652,776,1194,1044,189,8756,382,620,7483,1858,2299,1923,87280,199
PA1179,12698,12852,10514,77305,9,1363,1223,448,1069,848,837,2134,1081,206,45,1679,28,544,1431,792,1648,2071,26404,94
PA1180,12282,12140,11236,34390,8,867,842,395,829,680,622,313,516,157,22,1260,11,185,1114,1806,1173,4310,15586,123
PA1181,10332,10049,11571,7165,52,3477,3083,1725,3775,2719,2529,3058,1703,257,27,4163,44,504,4300,4466,5528,10793,5272,308
PA1182,3679,3550,4103,2282,14,1497,1388,516,1416,1003,991,659,608,112,6,1949,23,284,1483,1408,2003,3671,1484,99
PA1183,799,699,782,22685,13,1639,1375,1536,2760,1689,1789,2569,3866,361,29,6498,50,2490,6373,3096,6873,5068,5243,621
PA1184,734,690,779,1781,12,1470,1407,434,791,606,679,1926,1570,158,15,757,6,773,1480,1400,935,3370,1137,85
PA1185,529,584,562,399,8,301,275,124,177,154,146,251,233,61,4,325,7,148,322,819,274,2130,735,58
PA1186,546,510,544,746,18,663,648,204,385,307,365,252,383,73,3,505,5,173,597,1651,524,3972,827,72
PA1187,367,351,396,476,8,584,581,295,387,343,304,435,487,99,3,434,6,320,465,1667,419,4453,426,83
PA1188,1177,1216,1212,1625,14,1276,1228,552,1006,798,853,8964,1767,177,46,1045,11,984,1195,1933,1228,4978,1497,94
PA1189,417,398,415,308,12,470,404,217,491,335,324,228,273,77,1,328,6,127,413,644,371,1748,513,45
PA1190,218411,218786,240225,4376,40,6482,7792,1365,2154,2163,2620,140325,9286,2571,760,15267,114,8254,11465,1645,16460,4617,12278,729
PA1191,3156,2436,3347,789,5,1253,1214,608,1047,888,938,638,519,163,4,754,31,204,1098,836,1281,1722,731,73
PA1192,2093,1534,1952,4920,30,4161,3988,2829,6417,5593,5544,3689,5744,1001,23,3012,65,3482,5395,1642,4226,3437,4439,233
PA1193,676,568,752,2229,11,1957,1808,1070,2446,2099,2198,2465,3376,632,15,1620,36,2564,2023,1218,1798,2648,2053,103
PA1194,738,782,727,1422,19,1649,1503,1132,2153,1790,1856,286,1156,224,4,1030,24,526,1336,2465,823,5121,1290,110
PA1195,399,419,462,348,6,517,482,312,754,408,441,289,243,53,1,334,6,114,349,1088,382,2935,274,64
PA1196,682,722,818,6002,17,849,889,2018,3024,2791,2949,920,5238,145,12,2109,17,444,1683,2349,2769,6315,5659,206
PA1197,616,514,593,2629,6,1028,888,1492,2904,2210,2126,2971,2175,135,17,1412,23,342,2289,1440,1619,3634,2580,160
PA1198,15414,12293,15446,33147,224,63400,60399,21615,45718,44705,42192,26124,48553,8842,197,21709,521,30816,41356,6989,37797,17266,25733,907
PA1199,2124,1776,2813,2692,8,2354,2290,1163,2310,2300,2230,805,5090,294,4,1775,44,1101,6335,1656,3838,2445,1973,84
PA1200,2471,2164,3073,1251,10,667,590,238,532,443,415,177,1720,79,2,970,26,210,4000,1418,2582,2811,1237,54
PA1201,2597,2740,3531,1389,12,1002,906,357,719,610,556,636,813,123,3,825,15,223,1460,1628,1360,3640,1499,75
PA1202,996,1057,1221,698,9,798,744,212,475,356,371,1759,899,94,5,526,7,407,731,908,867,2194,1009,65
PA1203,123,159,162,173,4,246,206,69,139,110,103,226,151,32,3,144,4,54,222,670,220,1604,270,44
PA1204,868,824,1015,830,7,702,674,165,474,300,326,4168,820,70,27,606,8,386,759,930,912,2193,1034,55
PA1205,1031,1042,1077,939,14,1230,1156,335,639,493,494,792,484,95,4,922,9,208,1241,1725,1047,4429,1104,101
PA1206,831,766,832,810,8,665,605,349,885,553,500,1931,1208,110,14,660,10,687,941,786,902,1964,995,79
PA1207,2233,2480,2372,2860,26,2553,2272,981,2199,1563,1556,6740,2602,337,60,1998,32,1593,2768,3520,2396,6743,3407,222
PA1208,9323,9901,9887,1879,26,2186,2067,581,1097,925,855,2486,1050,190,16,2178,24,570,1594,2685,2320,5979,1778,149
PA1209,4348,4214,4472,810,12,1103,1002,269,510,358,381,890,353,122,8,1117,14,349,741,1611,999,4111,983,67
PA1210,1225,1203,1325,678,5,845,823,267,467,407,413,711,824,81,5,986,9,273,1478,1374,792,3216,992,72
PA1211,778,725,737,511,6,596,582,234,383,285,312,347,351,81,5,770,8,204,8559,1245,547,2848,507,48
PA1212,601,589,685,328,12,303,292,178,258,182,185,388,213,56,4,559,6,83,4766,2080,498,5365,380,88
PA1213,197,245,213,213,12,136,110,138,146,100,136,85,117,42,3,238,3,38,4544,1756,145,4752,317,72
PA1214,290,325,347,311,18,224,208,250,257,177,195,82,278,72,4,436,5,81,8725,2852,242,8024,538,91
PA1215,799,716,731,793,20,395,350,270,319,279,232,186,293,72,5,920,8,298,13563,2358,621,6273,714,113
PA1216,146,167,172,145,12,111,92,126,175,102,111,65,171,22,3,390,4,49,16541,1325,140,2940,312,61
PA1217,2376,2416,2537,1691,20,1730,1573,678,1382,1071,1111,979,1059,152,16,2333,22,481,24014,2851,1914,6359,1704,163
PA1218,392,439,418,379,17,401,343,225,334,301,295,296,459,72,5,653,15,101,10818,1490,434,3961,485,97
PA1219,185,231,266,219,5,187,157,101,156,102,113,92,128,27,1,260,5,49,3123,1182,168,3143,229,44
PA1220,289,338,293,484,11,251,229,154,233,168,168,106,222,58,1,401,11,153,5600,2230,241,6563,538,85
PA1221,2741,2777,2943,579,22,553,413,302,420,351,332,898,436,94,6,703,15,193,6612,3330,606,9407,1056,148
PA1222,3700,3801,4020,5405,25,5991,5819,2676,4906,4371,4308,1715,3745,493,13,4327,49,1963,4949,3106,4376,7181,3526,163
PA1223,2690,2588,2719,1944,4,1764,1966,529,1121,926,965,773,1325,154,11,1705,8,627,2188,1813,1325,5023,2006,100
PA1224,467,474,487,806,7,659,687,297,492,373,357,271,593,112,2,408,11,303,527,1444,416,4173,797,74
PA1225,201,154,204,472,2,332,352,157,241,170,206,136,649,79,1,205,5,209,342,1257,179,3494,335,56
PA1226,651,683,670,1040,9,1181,1158,468,809,627,664,610,744,97,3,753,12,339,784,1424,693,3803,839,68
PA1227,1006,1073,1065,1686,7,1574,1575,574,1248,1022,1015,448,2128,173,7,1092,5,601,1207,1708,977,5096,851,82
PA1228,102,124,109,381,3,195,214,178,257,206,234,137,2181,117,4,181,6,649,293,662,117,1748,184,27
PA1229,1108,1217,1115,1394,10,1263,1399,436,748,667,743,471,1581,326,2,1120,10,1412,1533,1584,825,4360,1302,101
PA1230,16,17,13,10,4,11,13,24,10,10,4,7,11,6,0,16,1,11,8,266,18,780,14,13
PA1231,136,182,151,260,6,306,298,110,126,128,120,160,122,38,1,160,5,103,136,1695,215,5252,180,67
PA1232,1096,1174,1069,1251,15,1462,1424,534,775,648,590,749,675,177,7,1010,20,344,1120,4057,946,12759,1026,185
PA1233,186,175,195,435,5,431,396,136,278,172,203,477,161,31,6,323,7,82,343,447,311,1226,334,25
PA1234,374,381,334,1096,8,1479,1442,435,973,971,937,5119,1531,124,39,1012,10,563,1057,929,937,2887,895,51
PA1235,351,409,402,898,7,808,829,215,476,362,349,818,576,74,10,530,5,176,774,1640,594,4513,831,76
PA1236,2487,2448,2390,626,12,714,708,284,351,275,273,389,320,137,6,621,14,198,524,2849,587,8875,456,145
PA1237,1263,1189,1160,1067,14,534,618,269,338,306,326,260,377,80,4,821,7,250,781,2599,650,8040,670,117
PA1238,1833,1737,1914,869,17,659,621,228,296,265,228,578,304,83,5,877,9,155,681,3011,876,9781,526,113
PA1239,808,829,765,679,11,379,436,122,235,166,159,259,462,94,3,913,2,146,850,1843,475,5751,0,0
PA1240,927,878,913,948,7,474,597,152,226,168,219,530,2050,206,13,7938,9,344,5135,1739,798,5224,0,0
PA1241,669,512,642,1667,7,741,879,388,668,580,634,1618,6273,783,13,1515,13,3036,2423,1116,910,3653,0,1
PA1242,4299,4325,3772,3925,29,2239,1959,910,1869,1866,1707,7970,2944,553,43,5604,50,2792,3701,4098,4746,13051,3481,301
PA1243,5572,6211,5193,5227,37,3544,2875,1411,3506,3016,2757,1660,1237,269,22,5754,42,863,3539,5821,6188,18625,3998,377
PA1244,854,905,919,1261,26,3294,2559,1780,3068,2276,2374,1153,752,218,9,1849,37,457,2671,1226,2670,2638,531,63
PA1245,10402,10895,11244,11826,116,58373,44642,3257,9223,7737,7997,28772,8409,991,188,22437,196,2950,10393,8534,75112,15806,24257,493
PA1246,5868,6016,6481,4996,90,30248,24286,1920,4750,4067,4176,9917,3767,567,67,8355,146,1297,6241,6174,27788,15670,13718,447
PA1247,4537,4646,4905,3274,62,19901,15991,1400,3686,2850,2960,2332,2182,317,24,5034,96,446,4135,3842,17338,12127,9164,296
PA1248,3626,3640,4041,2650,58,15191,12006,1064,2762,2266,2307,2602,2262,408,23,4624,156,350,5478,4621,19790,12611,7413,335
PA1249,2603,2665,2958,3676,93,27651,20513,1453,4343,2712,3105,784,3813,528,15,11120,336,1045,9174,7025,82642,13977,31229,1398
PA1250,1284,1477,1440,2760,11,4466,3445,735,2161,1609,1616,8677,1010,81,56,2407,11,403,2616,857,5223,3050,4373,122
PA1251,1189,1313,1284,3377,31,4732,3729,753,2010,1533,1614,7012,1174,116,41,3345,21,404,3035,3917,5904,13414,9455,282
PA1252,4452,5028,4272,1555,18,2161,1836,585,1267,1028,1075,4558,966,140,28,1278,16,466,1578,2203,2140,7034,1815,109
PA1253,2013,2217,2146,1182,21,1487,1482,489,803,707,721,573,709,106,8,1095,12,291,955,3626,1039,13489,1041,134
PA1254,282,300,288,447,9,314,296,166,173,145,175,163,256,59,1,306,9,120,306,1864,291,7362,275,92
PA1255,450,405,479,1155,15,317,251,108,144,91,118,113,170,63,2,248,4,211,241,2274,284,7553,294,59
PA1256,730,712,816,504,5,292,335,142,216,151,138,383,205,34,5,274,1,78,171,1374,268,4620,206,63
PA1257,349,328,348,456,8,315,353,141,186,162,164,134,152,41,0,374,1,91,247,1369,287,4266,268,62
PA1258,322,335,387,212,9,138,144,91,89,54,75,78,74,40,2,156,1,44,137,1438,114,4725,153,63
PA1259,2544,2528,2686,2820,27,1527,1584,539,916,722,720,644,529,158,8,1288,19,446,1293,4098,1347,15605,1374,164
PA1260,548,611,626,1689,11,258,287,118,138,104,91,465,198,84,4,190,10,1173,290,1873,448,6670,246,75
PA1261,1203,1180,1207,2150,10,940,970,224,469,316,360,345,340,68,3,799,5,750,992,1486,1291,5414,829,53
PA1262,597,667,608,982,17,548,606,252,293,183,189,202,258,124,3,400,4,576,647,3306,365,12689,539,125
PA1263,1378,1310,1356,3374,19,1923,1929,818,1722,1349,1464,1578,1238,231,12,975,11,628,1620,2102,904,7788,1871,94
PA1264,1684,1690,1629,3684,18,2463,3125,790,1455,1123,1165,1459,2327,459,10,2081,10,2056,3084,1994,1555,7494,2635,169
PA1265,483,544,504,1029,15,969,969,348,690,546,562,256,545,91,4,532,4,176,651,2103,595,8068,686,69
PA1266,742,744,629,871,10,961,957,426,656,574,564,652,380,90,5,571,5,192,635,3082,926,11417,407,92
PA1266.1,48,40,34,39,2,40,42,41,23,28,24,8,12,7,0,13,0,11,25,495,46,1692,31,13
PA1267,457,493,350,411,13,539,560,253,379,337,377,2998,334,53,10,218,4,353,284,2608,563,9623,125,85
PA1268,231,240,216,203,7,305,292,197,303,193,220,277,226,68,0,168,8,192,182,2318,209,7908,209,75
PA1269,2209,1833,2415,1852,11,1634,1579,858,1836,1381,1463,2153,2058,537,14,1135,21,2363,1649,1395,1296,4681,2020,89
PA1270,736,787,769,1059,32,976,991,395,629,467,513,752,1199,187,11,2103,18,423,2646,4878,980,16701,816,160
PA1271,744,775,788,4237,27,3030,2617,1578,3695,2288,2419,5055,4078,450,29,2049,43,1260,3019,4654,1636,11225,4749,241
PA1272,529,556,512,2316,9,2157,1917,886,1766,1201,1195,1008,999,141,9,1281,38,361,2669,1669,1018,4050,2421,110
PA1273,745,762,754,2650,20,2250,2131,1081,2142,1581,1700,460,1241,163,9,1544,27,279,3496,3390,1385,9688,3284,185
PA1274,148,146,155,722,11,776,759,459,1032,690,733,87,376,67,0,649,9,73,1336,1622,770,5155,1544,80
PA1275,435,428,414,1064,16,1245,1123,565,1205,915,952,148,441,95,3,917,13,105,1802,2479,1017,7464,2168,82
PA1276,297,314,319,1040,9,1132,1027,575,1265,914,922,133,298,69,1,1018,4,90,2071,2364,860,7665,2343,73
PA1277,392,398,410,1468,21,1740,1522,980,2283,1538,1409,183,437,86,1,1410,19,101,2720,3420,1469,10996,3228,154
PA1278,226,230,222,650,9,708,615,519,910,565,532,244,231,50,0,648,18,130,1353,1380,656,4045,1117,60
PA1279,951,948,894,1837,13,2013,1882,911,2004,1341,1415,868,536,83,5,1748,12,199,2894,2559,1490,7871,3010,101
PA1280,123,122,154,290,5,314,285,183,278,186,191,50,84,34,0,351,7,31,525,1186,278,4069,704,51
PA1281,436,404,425,506,10,498,483,288,470,324,306,182,266,83,3,608,9,181,918,1813,528,5529,858,77
PA1282,1634,1605,1473,1033,25,1180,1064,616,929,806,792,509,830,156,5,1257,12,453,1436,3997,868,11432,1226,147
PA1283,2019,2302,2169,1289,10,1690,1524,545,1130,849,877,1241,469,77,13,1243,14,518,1070,1206,1186,3100,1443,68
PA1284,1851,1861,1862,1256,12,1464,1419,531,995,763,765,837,591,140,5,1237,18,436,1106,4076,1033,8616,1977,187
PA1285,8723,8358,8372,3120,20,4388,4354,1507,2588,2191,2273,5334,1672,542,40,2508,16,2666,3226,1089,1603,4298,1524,147
PA1286,461,503,487,501,15,448,429,186,292,252,257,3209,288,69,16,250,5,529,379,2812,254,7028,655,80
PA1287,5418,4333,5825,1956,19,2879,2499,789,2098,1796,1806,6290,1472,219,29,1699,36,1658,2444,1163,3357,2910,2061,97
PA1288,11315,12570,13604,13018,36,7110,6654,4479,9982,6812,7262,6539,8079,1213,51,5464,124,5370,11049,3752,7991,8410,10737,545
PA1289,9030,9795,11699,1193,7,690,696,166,483,348,376,1662,689,167,11,793,13,652,2240,987,1107,2605,845,56
PA1290,843,1017,952,1234,6,779,841,237,353,282,296,337,801,165,8,6506,10,1104,5885,1545,2361,2841,2005,76
