Name,ctrl_1,ctrl_2,ctrl_3,ctrl_4,sp1A,sp1B1,sp1B2,sp2A1,sp2A2,sp2B1,sp2B2,sp3A,sp4A1,sp4A2,sp4B,sp4C1,sp4C2,sp4D,sp5A,sp5B,sp5C,sp6A,clin1,clin2
PA4351,2369,2373,2619,34607,28,3177,3172,7893,22425,14136,14461,2806,5783,448,53,17011,140,1010,10528,3045,13266,10028,40016,1022
PA4352,2930,2940,3128,65902,52,7622,7171,22818,58966,37049,39429,20185,43597,1060,195,47278,578,4065,31773,4919,30064,15592,62091,2236
PA4353,1659,1248,1632,3136,6,1186,1242,867,1578,1341,1386,2932,2217,344,17,1258,12,1533,1999,1316,1528,2892,2446,120
PA4354,218,217,221,1322,6,188,180,251,551,387,367,104,151,60,3,341,12,89,457,575,324,1507,1481,69
PA4355,1783,1787,1833,13638,15,811,916,1844,4596,3738,3575,149,771,183,7,2684,34,227,2472,2988,1654,5966,12331,262
PA4356,5209,5004,5931,60614,29,3326,3736,7868,19269,14330,14636,295,1863,392,43,16168,135,708,11164,5033,13532,8897,46028,688
PA4357,1848,1795,2159,13154,6,931,997,2077,5765,4221,4200,44,857,86,9,4733,37,91,2496,988,3262,1777,8781,181
PA4358,9006,8388,9137,114119,62,6611,7286,12731,30207,23624,21941,929,6846,969,60,19056,159,825,15318,9672,12298,14351,49041,871
PA4359,1687,1138,1641,4830,3,315,359,370,1043,708,719,1029,2147,78,10,683,4,149,729,706,614,804,2977,41
PA4360,1624,1256,1532,2779,8,1229,1195,814,1635,1318,1230,908,847,267,13,1190,28,875,2127,933,1164,2051,3337,231
PA4361,2236,2214,2262,1982,28,2349,2148,957,1753,1334,1371,7854,2612,371,54,1938,28,1749,2347,2393,1800,5590,2793,184
PA4362,3254,2869,3323,2598,15,1737,1612,570,1248,936,981,15441,1237,159,89,1959,31,816,1784,2634,2192,6100,3637,148
PA4363,1817,1908,2157,1689,8,1398,1495,548,1107,991,1012,3881,1695,110,25,924,8,576,1042,1818,1170,4817,3689,102
PA4364,168,120,151,118,0,175,261,112,179,168,152,56,578,44,1,208,2,85,197,973,150,1920,48,29
PA4365,432,493,532,263,2,354,353,196,347,267,272,200,711,62,0,363,2,130,303,1265,263,2869,267,62
PA4366,3404,3054,3200,8812,42,9981,10139,4721,10437,7002,7164,2085,6122,2028,24,8025,130,7225,25209,3203,7408,3800,21529,1217
PA4367,5481,5827,5897,4040,37,6702,6207,2588,5742,4552,4315,1301,3548,528,11,3284,46,1192,3309,4291,4443,8766,4492,312
PA4368,17399,18199,17758,6409,38,9993,10414,3212,7291,6623,6338,1712,6415,1187,19,5138,48,2726,3910,2106,5629,6480,4914,239
PA4369,6847,7020,7456,2945,16,4410,4325,1159,3081,2752,2601,10928,6974,893,63,2575,21,4738,2854,1190,3566,2706,1823,70
PA4370,4743,4821,5156,15688,82,10459,9790,5737,13554,9177,10218,11100,9546,2290,60,5459,226,5599,4816,5410,9840,9420,10585,606
PA4371,587,612,589,4468,19,3943,3501,1991,5413,4925,4752,1717,3302,637,11,1789,51,2064,1382,3560,2922,5773,4017,209
PA4372,745,821,797,3866,21,4464,4264,1671,4300,3283,3170,1033,2315,338,11,2053,43,905,2040,2779,2595,3813,3806,173
PA4373,2322,2487,2515,3810,19,6031,5574,2603,5369,4504,4443,2627,3067,485,19,2305,29,938,2141,2853,3221,4261,5671,209
PA4374,871,709,771,1850,24,3524,2983,1157,2593,2858,2672,12498,2093,256,69,1348,31,2104,1715,2197,2450,3106,2596,142
PA4375,2820,2931,2879,2249,31,6075,5055,1669,3754,3525,3282,1272,1589,304,8,2160,38,735,2089,6049,3638,7056,3464,368
PA4376,954,911,1060,2191,10,1446,1290,645,1707,1103,1037,4922,2495,259,24,934,14,1821,1630,2189,1619,2702,1972,140
PA4377,73336,82272,107308,2783,26,6806,6040,1152,2936,2917,2674,9368,10058,490,64,2901,136,1884,28791,840,12116,4720,5527,181
PA4378,3133,2885,3360,4013,11,3661,3504,1643,3984,3376,3304,6890,8707,940,47,3125,48,5015,4707,1515,4624,2216,5265,216
PA4379,17170,14714,18513,5778,29,12558,11586,3883,9404,8539,8232,7987,7101,847,62,10540,94,3455,8410,2281,14939,3943,7823,365
PA4380,1848,2024,2282,1306,10,1374,1177,547,1256,853,866,706,826,121,5,1002,22,223,1342,2389,1369,3445,1492,179
PA4381,1513,1476,1531,1669,6,1296,1255,586,1476,1046,966,11084,3274,259,52,1091,23,975,1471,1347,1858,1836,1964,99
PA4382,5011,5233,5293,1447,10,1192,1168,439,706,557,582,1033,1022,212,7,1107,21,623,1012,1585,1174,2452,1413,148
PA4383,992,772,1077,429,1,576,591,205,391,302,302,909,864,166,3,532,9,539,747,726,636,781,406,40
PA4384,627,564,625,532,4,499,402,208,477,410,466,15819,1088,89,82,392,9,554,505,1288,1017,1333,596,68
PA4385,6000,6606,6519,155110,498,58365,66724,74889,163810,126232,161136,2514,45585,14500,199,62262,779,96089,79077,17590,43986,11003,265912,11503
PA4386,624,648,669,12619,34,4135,4754,6286,15002,11459,13588,734,6465,1503,29,12086,45,22008,9768,2095,3949,1208,14753,887
PA4387,852,757,880,7322,6,1308,1423,1751,3575,3477,3522,4644,5559,1533,31,10423,20,26192,6466,1239,3057,1347,5149,186
PA4388,747,719,789,1480,6,1202,1123,517,1070,1028,947,1827,1244,165,9,827,17,830,1342,1310,1030,1864,1482,93
PA4389,1960,1634,1975,12267,31,6601,6931,2474,5213,4660,4824,18552,13169,1275,115,4375,75,13119,10857,2205,6955,2537,7251,233
PA4390,1075,998,1067,5244,14,5118,4458,1380,3057,2744,2754,8555,8194,577,51,2147,64,5450,3507,2340,6399,2390,5431,417
PA4391,809,759,716,1097,25,1302,1197,536,1107,956,940,1431,1335,257,3,972,27,1181,1245,1927,1083,2189,1405,158
PA4392,582,630,604,1098,3,550,563,196,568,503,520,1861,978,37,7,590,5,268,643,719,872,909,1352,55
PA4393,1791,1719,1700,3433,20,3666,3333,1473,3620,3056,2976,2974,3225,240,22,2756,30,1454,3509,3672,3445,4623,4946,255
PA4394,2269,2329,2364,5126,13,2518,2346,1482,3786,3329,3594,5185,6826,548,27,2759,59,5810,3711,1862,5264,2274,4696,269
PA4395,2914,2361,2660,4617,23,3764,3812,2525,5610,4618,5155,3295,5173,1064,26,3988,76,6485,9956,1477,3622,1732,7933,411
PA4396,947,707,820,1845,14,1748,1679,935,2289,1600,1491,1733,834,203,6,820,25,619,838,1811,1553,2829,1323,128
PA4397,1012,986,1044,952,3,548,547,244,517,399,385,3238,535,62,13,483,5,278,585,1549,877,2089,968,75
PA4398,1091,1100,1218,1560,20,1534,1301,751,1563,1101,973,866,484,152,11,1212,21,301,1480,3738,1515,5536,1941,232
PA4399,1279,1228,1243,1028,12,1282,1225,563,1045,750,736,3105,867,155,30,935,18,716,1326,1152,1234,1674,1392,96
PA4400,1712,1828,1824,3251,16,4002,3685,1575,3475,2651,2582,1802,1709,257,22,3126,25,791,4848,1934,3329,3140,3564,211
PA4401,1273,1318,1174,1705,10,2781,2607,1061,2376,2209,2007,2256,1053,192,17,1581,17,528,2130,1314,2107,2327,2102,156
PA4402,1392,1381,1499,6475,27,5064,4687,2558,6057,4621,4884,5475,3901,668,41,2796,55,1485,4118,2703,3908,3485,4098,252
PA4403,15102,10158,13398,47034,223,43746,40092,22245,50731,40745,39459,15343,24629,5131,151,24216,551,10610,35664,10217,32552,15909,38035,1707
PA4404,1108,1106,1224,6478,16,9075,8301,3080,7509,6794,6848,10423,12294,476,59,2333,27,2847,2999,1982,5327,2624,2956,110
PA4405,1332,921,1325,943,5,1397,1395,711,1705,1661,1719,1843,2030,226,16,1011,10,1171,1811,623,1427,784,1037,68
PA4406,8041,6562,9110,18296,61,18734,19048,10922,27978,23974,26940,39262,101987,4925,233,16518,250,49098,37375,4821,23683,3883,22539,720
PA4406.1,135,140,146,71,2,75,69,21,32,21,31,29,89,53,1,71,6,82,187,99,153,72,263,43
PA4407,11025,12553,14738,7307,40,4858,4826,1581,3544,2485,2978,1377,5650,814,14,5714,134,1293,10278,3493,10942,3419,20781,800
PA4408,15165,15967,18201,7823,32,6162,6091,2234,4557,3809,4017,2920,6610,975,22,6450,156,2274,14080,3384,11673,3953,19771,640
PA4409,7190,7636,8684,2075,8,2222,2078,682,1381,1129,1090,156,889,172,2,2045,44,182,5042,1833,3948,2307,7173,273
PA4410,7269,7974,8780,2463,5,2186,2148,813,1447,1185,1127,174,1634,270,3,2426,57,120,5601,1997,4811,2357,7575,221
PA4411,21848,22174,25338,7952,27,7028,6855,2394,4501,3763,3868,326,3290,665,10,6688,122,507,15957,3865,10716,4964,21562,657
PA4412,12439,12635,15160,5675,17,5386,5452,1922,4031,3592,3599,847,4533,646,10,5531,66,885,11956,2542,9197,3329,14426,332
PA4413,9079,10139,11741,3906,11,3942,4117,1062,2256,2129,2239,201,2159,367,18,5557,70,332,11817,2485,6636,3443,11077,332
PA4414,13471,13756,16535,4827,24,3779,3737,1145,2214,1961,2084,494,4181,711,15,4656,124,826,10761,3192,8048,4034,14599,485
PA4415,8426,8716,9963,2675,9,2391,2332,745,1618,1449,1415,573,4848,389,9,2248,47,1331,5926,1880,5107,2407,8783,218
PA4416,19017,19497,22866,7340,42,5437,5515,2311,3750,3489,3600,647,4939,1384,17,5615,197,3261,13383,3710,9666,4375,20779,612
PA4417,17981,18925,21275,8876,27,4952,4972,1544,3208,2755,2821,942,3298,497,18,5410,93,426,11374,3156,8655,4413,22163,522
PA4418,25735,28255,31921,9681,39,6426,6237,2185,4293,3605,3710,2851,7046,1394,37,6798,200,816,15840,4036,12733,4853,23739,678
PA4419,1737,2110,2367,921,2,448,413,175,336,260,272,571,747,100,4,556,13,132,1196,377,1141,402,2366,54
PA4420,7211,7189,9210,3699,10,1722,1777,783,1547,1399,1436,5037,3842,452,29,2643,54,802,6266,1737,5313,1671,8634,214
PA4421,8429,8106,11173,4099,15,1435,1444,1417,1638,1701,1841,7405,7571,1586,47,3714,205,3252,12384,2270,8037,1406,8682,541
PA4421.1,7653953,7410320,7314307,9487549,25144,8489392,8288239,5158000,9376377,11263017,10393668,4728133,7305308,791684,35574,7400467,62138,3369702,7808920,628744,6903200,2044576,7456202,186832
PA4422,2073,2093,1939,2093,16,3911,3752,1288,2412,2201,2254,3121,3256,373,28,2143,18,2071,2350,1249,2306,1928,2226,114
PA4423,1686,1496,1560,7459,36,7800,7308,3650,8027,6579,6456,2190,4220,1027,15,4899,99,2545,6890,3584,4579,4050,10295,436
PA4424,939,978,1094,1556,9,3171,2540,882,2345,2066,2015,740,607,144,6,1259,22,230,1724,617,1722,793,2180,86
PA4425,1858,1873,2013,4804,16,2467,2317,1569,3403,2266,2274,2496,2774,497,18,1895,62,1653,3698,1233,2533,1709,5209,253
PA4426,1057,1235,1250,2882,16,2299,2107,1036,2321,1618,1609,3685,1938,490,20,1428,55,583,2922,1067,2338,1211,4332,163
PA4427,1011,977,1075,973,10,1311,1178,1044,2211,1603,1775,2330,1812,362,11,1125,57,860,1956,844,1204,751,1297,127
PA4428,1937,2088,2208,1304,8,1605,1475,622,1993,1576,1414,1314,1378,110,11,1984,5,336,1642,791,1865,715,1152,63
PA4429,2767,3059,3203,24399,31,8098,6773,10538,29665,18442,18834,199903,141092,4451,1008,15156,960,53833,46448,3230,21984,2666,19662,533
PA4430,1011,1359,1179,9929,11,2489,2277,4359,14056,8391,8322,4002,7125,418,27,4015,75,2216,8793,2139,3849,2298,11681,352
PA4431,1386,1335,1521,6106,32,4934,4442,5712,14582,9681,9719,5528,19155,1381,43,5529,230,12547,9769,2504,7046,2665,8308,314
PA4432,2227,2243,2307,49091,69,42382,42469,41952,98697,109391,118635,46739,176520,6797,289,24293,300,59722,45342,3864,25637,3167,87841,1049
PA4433,1606,1297,1507,8614,66,10599,10569,11727,24986,19812,22287,14798,40255,4140,102,6732,131,26248,14471,3489,6746,1687,19127,513
PA4434,1775,1960,1891,4878,12,4032,3617,1327,2983,2600,2541,1548,1973,336,10,2049,37,1448,3139,1755,2741,2018,4330,214
PA4435,1935,1899,2001,4874,26,4229,4540,1741,3801,3137,3129,5569,4948,371,31,1887,27,4075,3601,1765,2809,2339,4201,261
PA4436,1218,1318,1462,674,8,661,607,318,568,444,456,684,645,111,5,661,14,279,1055,1192,681,1112,1054,109
PA4437,603,655,624,783,9,1222,1187,482,941,841,792,2977,754,91,25,709,15,445,1052,1370,737,1271,739,85
PA4438,292,255,284,6306,37,6191,6292,5043,9113,7170,7634,560,7069,1103,11,5435,77,3445,16636,2626,4093,2306,5851,326
PA4439,1171,1098,1198,7250,12,4063,3780,1784,4179,3063,3151,6749,4345,502,29,2532,45,2682,5248,2627,2902,2674,4803,264
PA4440,1586,1385,1757,3656,5,2282,2176,788,2138,1630,1770,2389,1314,170,16,1551,22,920,2908,1100,2415,1158,2891,102
PA4441,732,775,746,1072,16,1081,968,1243,2736,1408,1376,2756,1097,255,11,851,41,1366,2272,880,1692,852,2129,126
PA4442,2231,2292,2330,7784,16,2827,2502,1573,2778,2350,2450,1225,1847,331,18,6723,40,898,4926,3156,4497,3153,10167,236
PA4443,1782,1771,2088,3599,5,1183,1119,593,1294,1117,1030,4530,2177,169,28,3493,34,824,2583,1504,3591,1234,4238,148
PA4444,1601,1662,1663,3304,23,5095,5248,2258,4839,3746,3522,549,1987,454,10,4515,29,530,4452,1919,2538,2058,3431,172
PA4445,1806,1817,2027,3916,7,4219,3569,1515,3695,2787,2717,11700,3517,271,73,2583,42,1065,2642,1202,2717,1581,4177,149
PA4446,1343,1387,1431,5844,18,9333,7227,4149,8805,9727,8871,13946,12297,1826,77,5006,108,12290,8548,2460,4348,2773,7665,312
PA4447,466,548,571,3452,16,3050,2804,1695,3537,2704,2761,995,1635,225,6,2230,23,424,4585,1970,1667,2056,3626,198
PA4448,1497,1378,1602,7502,17,4449,4069,2170,5316,4055,4327,3152,2890,346,27,3423,46,1085,6597,2708,2677,2591,4304,187
PA4449,1899,2006,1954,6807,24,6031,5519,3286,7273,5476,6311,1625,4800,592,19,4203,69,1914,8365,2022,4385,1533,5568,226
PA4450,3756,3531,3692,27892,57,16886,16049,10042,22349,17668,18356,19383,25015,2506,133,11941,194,10787,20423,4910,11688,4360,21054,653
PA4451,944,733,807,2420,39,7598,7912,4305,7033,10105,9305,3275,22322,1737,20,2892,42,8819,4685,1085,3248,972,3641,124
PA4451.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA4452,2254,2595,2454,4667,9,2549,2334,1138,2607,1987,1989,1027,1236,197,12,1738,18,384,2204,563,2198,830,4064,87
PA4453,1545,1711,1693,5765,10,2876,2474,1696,3653,2193,2095,1786,1553,371,12,2119,80,631,4152,1620,2312,1990,5671,231
PA4454,1364,1187,1330,3526,7,1559,1375,836,1931,1258,1307,1201,922,157,10,1040,26,297,2243,968,1319,961,4496,108
PA4455,1273,1230,1324,8069,16,2095,2034,1398,3737,2471,2478,1004,2253,245,11,2170,32,692,3543,1491,2109,1301,7620,144
PA4456,3173,2855,3133,24552,20,5903,5856,3901,9487,6748,7292,13254,13072,1142,93,6525,86,8025,13240,2320,6995,1879,19056,354
PA4457,5082,3585,4789,13234,36,6797,6949,4848,10201,8943,8776,7857,9370,1779,56,5712,129,7374,11988,2715,5817,2919,10990,482
PA4458,4924,4389,5010,7707,14,7677,7221,3488,8195,6750,6750,3784,3816,754,25,4887,49,1705,7770,1392,5312,1775,8232,283
PA4459,3963,3896,4179,3321,22,4017,3576,1701,4008,2955,2783,1873,2342,473,15,3113,44,1109,4141,1288,3603,1760,4041,260
PA4460,2403,2471,2452,4661,27,4330,3984,2348,5339,4022,3808,18558,15267,3297,119,3447,144,12264,6246,1743,4615,1801,6014,363
PA4461,4257,4050,4385,5610,31,6422,5899,3743,7633,6349,6336,3721,4771,886,30,4666,113,2434,8663,2261,5475,2130,7919,395
PA4462,3983,3963,4247,4620,19,3518,3092,2382,5415,3858,3595,2680,3569,558,18,2784,52,1773,4652,2382,3244,2877,5497,308
PA4463,30504,26700,31637,23051,240,23259,21230,22597,37551,27585,29655,177530,199752,16123,1035,27037,917,121187,45714,6078,28377,10460,46153,3158
PA4464,5420,4594,5585,3776,24,3841,3454,2253,4207,3107,3365,3851,3925,644,25,2727,67,2969,4323,1227,4469,1230,7033,819
PA4465,5032,4083,4860,5921,15,4103,4041,3523,7365,5255,5331,1081,2997,635,18,3221,86,1367,6350,1880,4730,2258,5176,355
PA4466,2290,1570,2236,2030,8,3934,3725,1731,3645,2832,3010,1676,2080,240,10,1592,30,588,3631,806,3945,528,2220,101
PA4467,9259,9859,11940,17670,50,70020,67053,1933,4479,9943,10999,2943,7772,1473,43,25063,57,2103,4085,3318,43796,5907,18667,272
PA4468,8775,9445,10647,24768,216,111039,107401,5487,9541,24421,26027,2962,20109,4475,75,43369,232,4686,7538,4995,52732,11116,19115,893
PA4469,2073,2885,2978,6332,51,20022,18598,559,1271,3287,3645,2750,3621,990,28,6079,37,1199,1212,1439,12219,3982,6768,198
PA4470,13277,14464,16228,48076,278,107215,104607,4573,8231,18717,20828,16987,23402,7443,145,31980,313,11977,10247,7504,63414,18314,35775,1146
PA4471,2389,2132,3046,11134,57,20952,19707,1215,2638,6231,7176,43381,12822,3897,241,4847,118,18492,2466,2925,25570,4705,5083,255
PA4472,19808,20268,22259,18894,35,11773,12245,3705,9308,8902,9781,9382,15089,5595,88,16565,76,14397,15476,3641,14688,4670,17672,512
PA4473,16190,16632,19076,7053,29,4322,4259,2481,4816,4857,4546,5044,6662,1595,48,10481,79,4298,8278,1808,8786,2865,8398,287
PA4474,22066,24380,26116,21751,45,8294,8481,4809,10737,9464,9508,10917,8267,3072,86,16933,80,16650,15428,3315,12114,5606,16952,573
PA4475,23017,24001,26455,14203,27,7331,7125,3018,7607,7645,7509,8921,5474,1569,93,26864,48,6840,13355,2414,15145,3656,15398,470
PA4476,15311,15377,17205,8063,59,12565,11167,4796,9894,8451,8104,2564,3765,629,31,8739,103,1204,10674,7400,11204,9917,13284,632
PA4477,5318,5612,5761,3881,29,4569,4288,1910,4229,3310,3245,3892,2240,422,30,3515,67,1326,4159,2618,4442,3979,5525,298
PA4478,2119,2264,2576,1432,9,1323,1232,662,1577,1211,1285,891,623,98,6,1302,15,226,1521,1265,1565,1569,1828,97
PA4479,83,104,96,898,6,814,734,516,1480,1340,1277,85,624,64,4,667,6,130,1194,740,522,961,1219,47
PA4480,607,566,641,3706,19,2505,2382,1891,4336,3512,3724,652,2278,277,9,2322,27,595,4223,2244,1773,2241,3954,169
PA4481,905,774,923,12654,18,5214,4748,3277,7734,6272,6296,2130,7945,745,17,6020,80,4264,12145,3088,3821,2737,11923,370
PA4482,211,180,222,517,9,535,557,431,820,658,666,1236,3164,787,8,379,27,1607,866,573,555,766,605,57
PA4483,2224,2147,2281,10736,52,10244,9936,4353,9631,8575,8302,4148,13049,3359,27,5960,126,6518,10244,3694,5503,4896,7683,356
PA4484,1045,1180,1043,3938,40,6063,5526,2418,5701,4104,4354,1317,13013,3390,11,3077,84,5067,5163,3085,2965,3502,5448,303
PA4485,87,85,103,142,4,236,198,123,261,206,208,77,99,48,1,179,6,69,269,706,148,655,264,46
PA4486,243,230,277,487,4,508,473,234,538,339,374,544,200,38,7,352,9,116,566,576,491,709,619,48
PA4487,813,885,844,957,18,2490,2110,1162,2425,2005,2075,384,644,146,4,1071,26,226,1375,1560,1711,1945,1521,83
PA4488,3733,3588,3834,4392,39,8546,8115,2676,6701,6283,6126,1833,2916,345,17,5308,39,1517,5200,3083,6665,5070,3579,180
PA4489,4756,4860,5244,4244,48,10036,8595,4122,9977,8904,8561,1375,2250,464,17,4440,79,1004,4283,7779,7679,11373,7716,500
PA4490,886,939,985,731,3,1068,994,577,1365,1276,1179,568,470,70,6,710,19,263,704,903,1144,1374,931,72
PA4491,6119,6261,6208,3790,30,7538,6839,3480,8032,7927,7457,4170,3171,448,29,3670,58,2026,3561,3234,5665,4929,8398,291
PA4492,7064,5937,7533,3783,19,9457,8810,3350,6755,7750,6859,6109,6827,930,39,5850,48,3868,6940,2031,9124,3198,5053,224
PA4493,7104,6900,7491,11301,45,10080,8803,7626,17749,12688,13242,6868,3353,663,58,5989,139,1685,10884,1781,9538,3643,7190,397
PA4494,1866,1805,1767,5265,32,4842,4079,4175,9984,7398,6849,734,3035,630,15,4009,75,941,5251,2727,6073,3541,4242,308
PA4495,2703,2694,2830,18601,21,5246,5365,3419,7393,7229,8617,129699,17606,2246,633,2947,105,63727,7194,1977,8479,2331,26257,669
PA4496,3072,3173,3288,2335,24,2597,2438,952,2218,1570,1638,3207,1704,295,14,2462,45,747,2365,2650,3340,4327,1794,243
PA4497,1157,1180,1358,671,12,895,808,385,711,581,577,506,616,147,2,1073,28,165,1488,2743,1512,2983,903,164
PA4498,2241,2468,2319,1262,15,2166,2134,738,1636,1319,1264,4723,1527,272,33,3975,75,618,6949,2533,7031,3116,1301,159
PA4499,3029,2789,2868,975,15,1739,1596,568,1140,918,874,1819,848,175,13,1382,51,497,1939,923,2459,1619,1262,113
PA4500,8242,9532,8721,2288,21,4110,3874,1199,2642,2234,2117,8597,2763,358,52,3623,135,720,5396,3064,8094,6422,1683,299
PA4501,5253,5004,5259,1160,12,1410,1281,506,877,828,826,1568,1463,203,14,1634,33,551,1586,2521,1908,2731,793,157
PA4502,2500,2526,2654,2241,12,1483,1348,687,1355,1023,996,1740,1153,217,11,1947,45,562,1860,2639,2167,2690,1316,213
PA4503,4514,4513,4434,2275,12,2932,2589,844,1854,1484,1404,1653,1331,283,15,2373,34,1094,2662,1447,2991,2008,787,73
PA4504,539,674,558,438,10,340,289,187,358,264,259,195,245,90,2,236,7,115,286,1466,348,1535,751,86
PA4505,892,889,909,730,5,544,616,335,665,559,569,361,651,100,5,385,11,155,630,1333,543,1747,822,96
PA4506,1027,1033,999,830,7,1564,1641,612,1168,1156,1318,1852,1090,148,9,810,4,389,928,1293,750,1828,1042,93
PA4507,468,449,465,899,23,4124,4463,1395,2589,3151,3541,10946,3138,440,74,1625,25,1446,1532,1380,868,1851,794,159
PA4508,615,632,612,1062,5,605,547,133,305,267,281,2027,540,75,12,412,8,215,711,727,695,843,1280,42
PA4509,1166,1264,1184,1255,11,1272,1204,453,1023,946,992,334,514,78,7,976,9,154,947,1290,1167,1702,998,68
PA4510,1189,1163,1161,1313,8,1083,1016,385,880,739,719,424,433,119,5,798,10,261,901,1075,909,1444,1012,64
PA4511,2046,2007,2040,2086,14,2203,1912,600,1251,1119,1095,3144,1269,186,21,1707,14,782,1723,1074,1765,1797,1923,71
PA4512,2250,1780,2245,2377,19,3297,3128,1045,2362,2066,1932,3238,3315,1002,22,2764,49,2681,6257,1505,4225,2095,2432,191
PA4513,2471,2733,2552,7663,30,7683,7407,2625,5652,5713,6125,5512,7527,520,42,3008,39,2685,2804,3964,3821,4533,5610,298
PA4514,8249,8370,8927,12628,75,15370,15183,3550,7868,8297,8909,4928,11920,1861,46,6144,74,3554,5176,4016,9489,4360,1392,87
PA4515,1250,1226,1216,3348,15,2832,2740,1184,2842,3382,3195,85570,65548,12512,509,1292,60,60466,1541,1296,3387,1610,2481,126
PA4516,3141,3234,3352,9348,28,7286,7422,2725,6919,10040,9870,1419,2894,560,15,4894,47,806,3192,1745,6562,1990,6127,199
PA4517,1084,1138,1090,1242,30,4653,4797,2540,7114,5685,5025,1000,666,180,5,2423,82,509,3119,2463,3502,2304,1037,206
PA4518,754,635,893,378,6,655,528,278,607,487,449,1417,412,83,8,413,12,337,727,482,706,382,320,33
PA4519,3781,3537,3960,4536,17,2176,1804,1270,3125,2000,2081,2371,2831,394,23,2006,61,1206,2813,1548,3172,1873,4832,314
PA4520,5984,6451,6703,5330,24,3229,3118,1704,3287,2909,2931,11358,5022,454,63,3464,49,3278,6175,2895,6630,3522,1202,220
PA4521,6319,6033,6160,3832,12,4498,4616,1204,3151,2777,2733,3911,4115,366,21,3359,23,1423,3396,1290,3831,1570,3450,116
PA4522,844,736,821,776,8,968,947,344,672,615,626,1720,1518,312,6,701,21,843,1318,696,1116,747,700,72
PA4523,263212,271123,268183,117468,349,138742,146681,40962,92570,72949,76448,100872,103538,21290,731,83614,619,77181,89797,8742,103213,32476,24309,868
PA4524,3272,2969,3198,4095,11,3053,2906,1579,3810,3200,3441,4286,4608,541,27,2096,30,2061,4170,1299,2862,1307,2747,139
PA4524.1,532,457,665,176,3,1703,1716,843,3425,2631,2888,5309,1021,5,24,314,2,126,305,16,2292,15,5,1
PA4525,106594,84641,120059,27047,1059,254967,265124,209900,429258,338832,391717,284234,91923,7094,1578,44928,3078,29662,50773,18440,302741,7675,1906,764
PA4526,5248,5884,5770,5986,35,6963,6839,3959,9409,7780,7618,15506,4214,878,94,3020,93,2527,4007,2119,6613,2892,7057,475
PA4527,12093,10805,11473,11272,82,13421,13531,6405,14693,10612,11149,5034,22118,4673,47,7105,209,15958,11468,1834,11391,3741,5225,229
PA4528,2081,1837,1968,3095,10,3924,4404,2038,4965,4296,4338,2221,4148,724,10,1681,33,1357,2110,1147,2899,1150,2293,116
PA4529,3141,2914,3053,3119,14,4223,4270,1799,4719,4057,3865,18702,5605,876,115,2539,27,4878,4037,1032,4157,1155,2441,107
PA4530,362,350,397,654,3,748,725,323,611,480,491,303,348,82,1,510,6,294,662,246,555,274,498,22
PA4531,371,366,357,313,1,441,398,197,428,338,344,227,271,41,3,376,9,140,440,231,475,288,685,46
PA4532,750,820,788,642,7,645,584,240,547,444,447,588,487,85,2,784,10,250,666,837,844,790,1274,72
PA4533,1294,1320,1223,1067,11,890,759,259,679,433,486,1527,682,150,7,2054,8,1004,1015,674,1692,707,1870,85
PA4534,1486,1329,1299,1283,11,2200,1915,820,1792,1269,1265,2092,1258,324,19,2389,25,1187,1743,826,1891,1015,1460,95
PA4535,8524,8738,8926,1699,6,2151,2021,589,1137,942,880,2108,1074,274,14,1468,23,686,1775,821,1828,1426,1331,105
PA4536,11090,10107,10586,2374,8,3562,3188,775,1582,1255,1240,582,806,210,11,2165,36,236,1926,671,2208,1325,1591,121
PA4537,936,821,946,389,1,358,331,84,253,198,201,859,271,49,5,557,9,144,902,180,591,287,378,15
PA4538,4348,4087,4352,5826,24,6790,6169,1503,3356,2570,2569,7124,4930,1043,45,3730,73,2816,5834,2195,3966,2932,4688,221
PA4539,4156,3931,4354,4798,21,7470,7246,1704,4488,3592,3499,3560,4345,676,25,4437,34,1753,6431,1624,4761,2182,4244,170
PA4540,771,815,839,582,9,679,573,220,371,300,305,350,476,123,3,577,8,183,518,1994,541,1912,575,115
PA4541,9133,8908,9162,5570,37,6232,5652,1608,3262,2602,2511,3422,3711,619,28,5485,61,1753,5034,5883,5255,6426,2948,401
PA4541.1,33,5,25,20,0,18,28,37,80,81,71,21,55,7,0,21,0,40,33,10,32,2,9,1
PA4541.2,25,20,25,256,2,527,485,945,1769,2248,2121,105,1408,68,0,573,3,687,618,49,315,12,210,6
PA4541.3,8,3,4,1,0,2,1,2,4,2,2,2,0,0,0,2,0,2,11,4,5,2,1,0
PA4542,4369,4967,4553,137164,231,28581,33453,40045,77774,66472,72294,3044,58003,33293,227,108510,411,174680,76573,10871,36522,16046,124435,6863
PA4543,1406,1456,1351,5634,13,7372,7246,3632,7463,7366,7700,1115,4621,525,17,4666,31,1716,7105,1648,3636,1904,5737,159
PA4544,1641,1434,1504,6589,16,5139,4992,3395,7508,6218,6499,11252,21551,1720,65,4137,58,11355,6997,2115,3863,2347,6000,213
PA4545,1291,684,941,7324,58,6109,6151,7519,11791,10095,10529,3353,12028,4354,27,4605,233,10203,11154,3651,6302,3698,9359,752
